sale_id,product_id,supplier_id,model,product_type,price_usd,year,month,sales_qty,revenue_usd,lead_time_days
402,12,4,JC-22S,Screw,4300.0,2022,6,6,25800.0,27
403,12,4,JC-22S,Screw,4300.0,2022,7,4,17200.0,24
404,12,4,JC-22S,Screw,4300.0,2022,8,5,21500.0,16
405,12,4,JC-22S,Screw,4300.0,2022,9,3,12900.0,17
406,12,4,JC-22S,Screw,4300.0,2022,10,4,17200.0,30
407,12,4,JC-22S,Screw,4300.0,2022,11,3,12900.0,45
408,12,4,JC-22S,Screw,4300.0,2022,12,2,8600.0,54
409,12,4,JC-22S,Screw,4300.0,2023,1,3,12900.0,64
410,12,4,JC-22S,Screw,4300.0,2023,2,2,8600.0,19
411,12,4,JC-22S,Screw,4300.0,2023,3,3,12900.0,44
412,12,4,JC-22S,Screw,4300.0,2023,4,5,21500.0,41
413,12,4,JC-22S,Screw,4300.0,2023,5,6,25800.0,55
414,12,4,JC-22S,Screw,4300.0,2023,6,5,21500.0,51
415,12,4,JC-22S,Screw,4300.0,2023,7,5,21500.0,27
416,12,4,JC-22S,Screw,4300.0,2023,8,4,17200.0,60
417,12,4,JC-22S,Screw,4300.0,2023,9,3,12900.0,59
418,12,4,JC-22S,Screw,4300.0,2023,10,3,12900.0,39
419,12,4,JC-22S,Screw,4300.0,2023,11,3,12900.0,46
420,12,4,JC-22S,Screw,4300.0,2023,12,3,12900.0,40
421,12,4,JC-22S,Screw,4300.0,2024,1,3,12900.0,30
422,12,4,JC-22S,Screw,4300.0,2024,2,3,12900.0,24
423,12,4,JC-22S,Screw,4300.0,2024,3,2,8600.0,56
424,12,4,JC-22S,Screw,4300.0,2024,4,4,17200.0,59
425,12,4,JC-22S,Screw,4300.0,2024,5,3,12900.0,15
426,12,4,JC-22S,Screw,4300.0,2024,6,5,21500.0,63
427,12,4,JC-22S,Screw,4300.0,2024,7,4,17200.0,64
428,12,4,JC-22S,Screw,4300.0,2024,8,5,21500.0,21
429,12,4,JC-22S,Screw,4300.0,2024,9,4,17200.0,64
430,12,4,JC-22S,Screw,4300.0,2024,10,3,12900.0,42
431,12,4,JC-22S,Screw,4300.0,2024,11,2,8600.0,29
432,12,4,JC-22S,Screw,4300.0,2024,12,3,12900.0,26
433,13,5,VS-10,Screw,2200.0,2022,1,6,13200.0,59
434,13,5,VS-10,Screw,2200.0,2022,2,4,8800.0,48
435,13,5,VS-10,Screw,2200.0,2022,3,5,11000.0,44
436,13,5,VS-10,Screw,2200.0,2022,4,11,24200.0,18
437,13,5,VS-10,Screw,2200.0,2022,5,8,17600.0,50
438,13,5,VS-10,Screw,2200.0,2022,6,13,28600.0,30
439,13,5,VS-10,Screw,2200.0,2022,7,11,24200.0,22
440,13,5,VS-10,Screw,2200.0,2022,8,7,15400.0,44
441,13,5,VS-10,Screw,2200.0,2022,9,7,15400.0,23
442,13,5,VS-10,Screw,2200.0,2022,10,11,24200.0,44
443,13,5,VS-10,Screw,2200.0,2022,11,7,15400.0,57
444,13,5,VS-10,Screw,2200.0,2022,12,6,13200.0,48
445,13,5,VS-10,Screw,2200.0,2023,1,7,15400.0,50
446,13,5,VS-10,Screw,2200.0,2023,2,8,17600.0,53
447,13,5,VS-10,Screw,2200.0,2023,3,10,22000.0,35
448,13,5,VS-10,Screw,2200.0,2023,4,11,24200.0,63
449,13,5,VS-10,Screw,2200.0,2023,5,10,22000.0,43
450,13,5,VS-10,Screw,2200.0,2023,6,8,17600.0,54
451,13,5,VS-10,Screw,2200.0,2023,7,12,26400.0,61
452,13,5,VS-10,Screw,2200.0,2023,8,10,22000.0,47
453,13,5,VS-10,Screw,2200.0,2023,9,9,19800.0,42
454,13,5,VS-10,Screw,2200.0,2023,10,11,24200.0,50
455,13,5,VS-10,Screw,2200.0,2023,11,6,13200.0,43
456,13,5,VS-10,Screw,2200.0,2023,12,7,15400.0,25
457,13,5,VS-10,Screw,2200.0,2024,1,4,8800.0,62
458,13,5,VS-10,Screw,2200.0,2024,2,6,13200.0,45
459,13,5,VS-10,Screw,2200.0,2024,3,6,13200.0,43
460,13,5,VS-10,Screw,2200.0,2024,4,8,17600.0,31
461,13,5,VS-10,Screw,2200.0,2024,5,9,19800.0,63
462,13,5,VS-10,Screw,2200.0,2024,6,13,28600.0,30
463,13,5,VS-10,Screw,2200.0,2024,7,13,28600.0,55
464,13,5,VS-10,Screw,2200.0,2024,8,11,24200.0,32
465,13,5,VS-10,Screw,2200.0,2024,9,13,28600.0,64
466,13,5,VS-10,Screw,2200.0,2024,10,8,17600.0,64
467,13,5,VS-10,Screw,2200.0,2024,11,7,15400.0,48
468,13,5,VS-10,Screw,2200.0,2024,12,9,19800.0,46
469,14,5,VS-22,Screw,4100.0,2022,1,2,8200.0,55
470,14,5,VS-22,Screw,4100.0,2022,2,3,12300.0,30
471,14,5,VS-22,Screw,4100.0,2022,3,2,8200.0,32
472,14,5,VS-22,Screw,4100.0,2022,4,5,20500.0,43
473,14,5,VS-22,Screw,4100.0,2022,5,3,12300.0,19
474,14,5,VS-22,Screw,4100.0,2022,6,6,24600.0,60
475,14,5,VS-22,Screw,4100.0,2022,7,4,16400.0,33
476,14,5,VS-22,Screw,4100.0,2022,8,5,20500.0,30
477,14,5,VS-22,Screw,4100.0,2022,9,3,12300.0,32
478,14,5,VS-22,Screw,4100.0,2022,10,3,12300.0,36
479,14,5,VS-22,Screw,4100.0,2022,11,4,16400.0,35
480,14,5,VS-22,Screw,4100.0,2022,12,3,12300.0,49
481,14,5,VS-22,Screw,4100.0,2023,1,2,8200.0,20
482,14,5,VS-22,Screw,4100.0,2023,2,3,12300.0,23
483,14,5,VS-22,Screw,4100.0,2023,3,3,12300.0,24
484,14,5,VS-22,Screw,4100.0,2023,4,4,16400.0,29
485,14,5,VS-22,Screw,4100.0,2023,5,5,20500.0,39
486,14,5,VS-22,Screw,4100.0,2023,6,6,24600.0,59
487,14,5,VS-22,Screw,4100.0,2023,7,3,12300.0,24
488,14,5,VS-22,Screw,4100.0,2023,8,4,16400.0,60
489,14,5,VS-22,Screw,4100.0,2023,9,5,20500.0,28
490,14,5,VS-22,Screw,4100.0,2023,10,4,16400.0,19
491,14,5,VS-22,Screw,4100.0,2023,11,3,12300.0,41
492,14,5,VS-22,Screw,4100.0,2023,12,3,12300.0,41
493,14,5,VS-22,Screw,4100.0,2024,1,2,8200.0,36
494,14,5,VS-22,Screw,4100.0,2024,2,2,8200.0,49
495,14,5,VS-22,Screw,4100.0,2024,3,3,12300.0,44
496,14,5,VS-22,Screw,4100.0,2024,4,4,16400.0,41
497,14,5,VS-22,Screw,4100.0,2024,5,5,20500.0,18
498,14,5,VS-22,Screw,4100.0,2024,6,4,16400.0,28
499,14,5,VS-22,Screw,4100.0,2024,7,6,24600.0,41
500,14,5,VS-22,Screw,4100.0,2024,8,6,24600.0,39
501,14,5,VS-22,Screw,4100.0,2024,9,5,20500.0,64
502,14,5,VS-22,Screw,4100.0,2024,10,4,16400.0,52
503,14,5,VS-22,Screw,4100.0,2024,11,3,12300.0,59
504,14,5,VS-22,Screw,4100.0,2024,12,3,12300.0,16
505,15,5,TH-100,Piston,950.0,2022,1,15,14250.0,63
506,15,5,TH-100,Piston,950.0,2022,2,11,10450.0,51
507,15,5,TH-100,Piston,950.0,2022,3,22,20900.0,39
508,15,5,TH-100,Piston,950.0,2022,4,27,25650.0,45
509,15,5,TH-100,Piston,950.0,2022,5,32,30400.0,15
510,15,5,TH-100,Piston,950.0,2022,6,29,27550.0,37
511,15,5,TH-100,Piston,950.0,2022,7,25,23750.0,34
512,15,5,TH-100,Piston,950.0,2022,8,21,19950.0,63
513,15,5,TH-100,Piston,950.0,2022,9,27,25650.0,39
514,15,5,TH-100,Piston,950.0,2022,10,24,22800.0,41
515,15,5,TH-100,Piston,950.0,2022,11,12,11400.0,49
516,15,5,TH-100,Piston,950.0,2022,12,11,10450.0,62
517,15,5,TH-100,Piston,950.0,2023,1,13,12350.0,62
518,15,5,TH-100,Piston,950.0,2023,2,18,17100.0,49
519,15,5,TH-100,Piston,950.0,2023,3,24,22800.0,53
520,15,5,TH-100,Piston,950.0,2023,4,19,18050.0,29
521,15,5,TH-100,Piston,950.0,2023,5,27,25650.0,46
522,15,5,TH-100,Piston,950.0,2023,6,25,23750.0,29
523,15,5,TH-100,Piston,950.0,2023,7,32,30400.0,32
524,15,5,TH-100,Piston,950.0,2023,8,29,27550.0,42
525,15,5,TH-100,Piston,950.0,2023,9,27,25650.0,46
526,15,5,TH-100,Piston,950.0,2023,10,20,19000.0,16
527,15,5,TH-100,Piston,950.0,2023,11,17,16150.0,39
528,15,5,TH-100,Piston,950.0,2023,12,14,13300.0,36
529,15,5,TH-100,Piston,950.0,2024,1,11,10450.0,57
530,15,5,TH-100,Piston,950.0,2024,2,19,18050.0,58
531,15,5,TH-100,Piston,950.0,2024,3,23,21850.0,40
532,15,5,TH-100,Piston,950.0,2024,4,33,31350.0,61
533,15,5,TH-100,Piston,950.0,2024,5,35,33250.0,25
534,15,5,TH-100,Piston,950.0,2024,6,29,27550.0,44
535,15,5,TH-100,Piston,950.0,2024,7,30,28500.0,23
536,15,5,TH-100,Piston,950.0,2024,8,32,30400.0,54
537,15,5,TH-100,Piston,950.0,2024,9,29,27550.0,49
538,15,5,TH-100,Piston,950.0,2024,10,18,17100.0,16
539,15,5,TH-100,Piston,950.0,2024,11,19,18050.0,40
540,15,5,TH-100,Piston,950.0,2024,12,13,12350.0,52
541,16,6,KS-7A,Screw,1800.0,2022,1,9,16200.0,51
542,16,6,KS-7A,Screw,1800.0,2022,2,8,14400.0,57
543,16,6,KS-7A,Screw,1800.0,2022,3,7,12600.0,16
544,16,6,KS-7A,Screw,1800.0,2022,4,13,23400.0,20
545,16,6,KS-7A,Screw,1800.0,2022,5,14,25200.0,56
546,16,6,KS-7A,Screw,1800.0,2022,6,12,21600.0,42
547,16,6,KS-7A,Screw,1800.0,2022,7,9,16200.0,23
548,16,6,KS-7A,Screw,1800.0,2022,8,13,23400.0,44
549,16,6,KS-7A,Screw,1800.0,2022,9,11,19800.0,26
550,16,6,KS-7A,Screw,1800.0,2022,10,12,21600.0,18
551,16,6,KS-7A,Screw,1800.0,2022,11,9,16200.0,31
552,16,6,KS-7A,Screw,1800.0,2022,12,9,16200.0,39
553,16,6,KS-7A,Screw,1800.0,2023,1,7,12600.0,35
554,16,6,KS-7A,Screw,1800.0,2023,2,8,14400.0,28
555,16,6,KS-7A,Screw,1800.0,2023,3,12,21600.0,44
556,16,6,KS-7A,Screw,1800.0,2023,4,11,19800.0,35
557,16,6,KS-7A,Screw,1800.0,2023,5,10,18000.0,36
558,16,6,KS-7A,Screw,1800.0,2023,6,10,18000.0,63
559,16,6,KS-7A,Screw,1800.0,2023,7,15,27000.0,39
560,16,6,KS-7A,Screw,1800.0,2023,8,13,23400.0,32
561,16,6,KS-7A,Screw,1800.0,2023,9,13,23400.0,63
562,16,6,KS-7A,Screw,1800.0,2023,10,9,16200.0,41
563,16,6,KS-7A,Screw,1800.0,2023,11,7,12600.0,31
564,16,6,KS-7A,Screw,1800.0,2023,12,6,10800.0,20
565,16,6,KS-7A,Screw,1800.0,2024,1,7,12600.0,45
566,16,6,KS-7A,Screw,1800.0,2024,2,8,14400.0,16
567,16,6,KS-7A,Screw,1800.0,2024,3,9,16200.0,62
568,16,6,KS-7A,Screw,1800.0,2024,4,12,21600.0,49
569,16,6,KS-7A,Screw,1800.0,2024,5,18,32400.0,18
570,16,6,KS-7A,Screw,1800.0,2024,6,13,23400.0,37
571,16,6,KS-7A,Screw,1800.0,2024,7,14,25200.0,29
572,16,6,KS-7A,Screw,1800.0,2024,8,15,27000.0,56
573,16,6,KS-7A,Screw,1800.0,2024,9,11,19800.0,19
574,16,6,KS-7A,Screw,1800.0,2024,10,12,21600.0,64
575,16,6,KS-7A,Screw,1800.0,2024,11,12,21600.0,56
576,16,6,KS-7A,Screw,1800.0,2024,12,11,19800.0,17
577,17,6,KS-15A,Screw,3200.0,2022,1,3,9600.0,63
578,17,6,KS-15A,Screw,3200.0,2022,2,5,16000.0,16
579,17,6,KS-15A,Screw,3200.0,2022,3,5,16000.0,30
580,17,6,KS-15A,Screw,3200.0,2022,4,5,16000.0,27
581,17,6,KS-15A,Screw,3200.0,2022,5,7,22400.0,16
582,17,6,KS-15A,Screw,3200.0,2022,6,9,28800.0,54
583,17,6,KS-15A,Screw,3200.0,2022,7,6,19200.0,24
584,17,6,KS-15A,Screw,3200.0,2022,8,5,16000.0,30
585,17,6,KS-15A,Screw,3200.0,2022,9,6,19200.0,23
586,17,6,KS-15A,Screw,3200.0,2022,10,4,12800.0,45
587,17,6,KS-15A,Screw,3200.0,2022,11,3,9600.0,57
588,17,6,KS-15A,Screw,3200.0,2022,12,3,9600.0,22
589,17,6,KS-15A,Screw,3200.0,2023,1,3,9600.0,51
590,17,6,KS-15A,Screw,3200.0,2023,2,3,9600.0,28
591,17,6,KS-15A,Screw,3200.0,2023,3,4,12800.0,44
592,17,6,KS-15A,Screw,3200.0,2023,4,7,22400.0,59
593,17,6,KS-15A,Screw,3200.0,2023,5,6,19200.0,31
594,17,6,KS-15A,Screw,3200.0,2023,6,7,22400.0,64
595,17,6,KS-15A,Screw,3200.0,2023,7,8,25600.0,38
596,17,6,KS-15A,Screw,3200.0,2023,8,6,19200.0,25
597,17,6,KS-15A,Screw,3200.0,2023,9,7,22400.0,53
598,17,6,KS-15A,Screw,3200.0,2023,10,4,12800.0,53
599,17,6,KS-15A,Screw,3200.0,2023,11,4,12800.0,62
600,17,6,KS-15A,Screw,3200.0,2023,12,3,9600.0,60
601,17,6,KS-15A,Screw,3200.0,2024,1,3,9600.0,22
602,17,6,KS-15A,Screw,3200.0,2024,2,4,12800.0,64
603,17,6,KS-15A,Screw,3200.0,2024,3,4,12800.0,25
604,17,6,KS-15A,Screw,3200.0,2024,4,5,16000.0,34
605,17,6,KS-15A,Screw,3200.0,2024,5,6,19200.0,21
606,17,6,KS-15A,Screw,3200.0,2024,6,8,25600.0,52
607,17,6,KS-15A,Screw,3200.0,2024,7,6,19200.0,16
608,17,6,KS-15A,Screw,3200.0,2024,8,6,19200.0,34
609,17,6,KS-15A,Screw,3200.0,2024,9,6,19200.0,51
610,17,6,KS-15A,Screw,3200.0,2024,10,6,19200.0,58
611,17,6,KS-15A,Screw,3200.0,2024,11,4,12800.0,39
612,17,6,KS-15A,Screw,3200.0,2024,12,5,16000.0,40
613,18,6,KS-37A,Screw,6500.0,2022,1,2,13000.0,60
614,18,6,KS-37A,Screw,6500.0,2022,2,1,6500.0,27
615,18,6,KS-37A,Screw,6500.0,2022,3,3,19500.0,19
616,18,6,KS-37A,Screw,6500.0,2022,4,4,26000.0,52
617,18,6,KS-37A,Screw,6500.0,2022,5,2,13000.0,59
618,18,6,KS-37A,Screw,6500.0,2022,6,3,19500.0,55
619,18,6,KS-37A,Screw,6500.0,2022,7,4,26000.0,30
620,18,6,KS-37A,Screw,6500.0,2022,8,3,19500.0,21
621,18,6,KS-37A,Screw,6500.0,2022,9,2,13000.0,59
622,18,6,KS-37A,Screw,6500.0,2022,10,2,13000.0,64
623,18,6,KS-37A,Screw,6500.0,2022,11,2,13000.0,34
624,18,6,KS-37A,Screw,6500.0,2022,12,2,13000.0,58
625,18,6,KS-37A,Screw,6500.0,2023,1,2,13000.0,53
626,18,6,KS-37A,Screw,6500.0,2023,2,2,13000.0,22
627,18,6,KS-37A,Screw,6500.0,2023,3,2,13000.0,65
628,18,6,KS-37A,Screw,6500.0,2023,4,3,19500.0,51
629,18,6,KS-37A,Screw,6500.0,2023,5,2,13000.0,65
630,18,6,KS-37A,Screw,6500.0,2023,6,3,19500.0,17
631,18,6,KS-37A,Screw,6500.0,2023,7,4,26000.0,37
632,18,6,KS-37A,Screw,6500.0,2023,8,4,26000.0,49
633,18,6,KS-37A,Screw,6500.0,2023,9,3,19500.0,42
634,18,6,KS-37A,Screw,6500.0,2023,10,3,19500.0,57
635,18,6,KS-37A,Screw,6500.0,2023,11,2,13000.0,38
636,18,6,KS-37A,Screw,6500.0,2023,12,2,13000.0,19
637,18,6,KS-37A,Screw,6500.0,2024,1,2,13000.0,47
638,18,6,KS-37A,Screw,6500.0,2024,2,1,6500.0,56
639,18,6,KS-37A,Screw,6500.0,2024,3,2,13000.0,36
640,18,6,KS-37A,Screw,6500.0,2024,4,3,19500.0,15
641,18,6,KS-37A,Screw,6500.0,2024,5,2,13000.0,41
642,18,6,KS-37A,Screw,6500.0,2024,6,3,19500.0,46
643,18,6,KS-37A,Screw,6500.0,2024,7,3,19500.0,21
644,18,6,KS-37A,Screw,6500.0,2024,8,3,19500.0,42
645,18,6,KS-37A,Screw,6500.0,2024,9,2,13000.0,38
646,18,6,KS-37A,Screw,6500.0,2024,10,3,19500.0,55
647,18,6,KS-37A,Screw,6500.0,2024,11,2,13000.0,44
648,18,6,KS-37A,Screw,6500.0,2024,12,2,13000.0,60
649,19,7,JC-7.5,Piston,880.0,2022,1,16,14080.0,24
650,19,7,JC-7.5,Piston,880.0,2022,2,15,13200.0,42
651,19,7,JC-7.5,Piston,880.0,2022,3,14,12320.0,26
652,19,7,JC-7.5,Piston,880.0,2022,4,24,21120.0,61
653,19,7,JC-7.5,Piston,880.0,2022,5,27,23760.0,48
654,19,7,JC-7.5,Piston,880.0,2022,6,31,27280.0,56
655,19,7,JC-7.5,Piston,880.0,2022,7,24,21120.0,32
656,19,7,JC-7.5,Piston,880.0,2022,8,18,15840.0,54
657,19,7,JC-7.5,Piston,880.0,2022,9,20,17600.0,49
658,19,7,JC-7.5,Piston,880.0,2022,10,19,16720.0,64
659,19,7,JC-7.5,Piston,880.0,2022,11,20,17600.0,45
660,19,7,JC-7.5,Piston,880.0,2022,12,17,14960.0,44
661,19,7,JC-7.5,Piston,880.0,2023,1,13,11440.0,42
662,19,7,JC-7.5,Piston,880.0,2023,2,20,17600.0,61
663,19,7,JC-7.5,Piston,880.0,2023,3,20,17600.0,52
664,19,7,JC-7.5,Piston,880.0,2023,4,21,18480.0,32
665,19,7,JC-7.5,Piston,880.0,2023,5,21,18480.0,35
666,19,7,JC-7.5,Piston,880.0,2023,6,22,19360.0,30
667,19,7,JC-7.5,Piston,880.0,2023,7,22,19360.0,20
668,19,7,JC-7.5,Piston,880.0,2023,8,20,17600.0,32
669,19,7,JC-7.5,Piston,880.0,2023,9,19,16720.0,43
670,19,7,JC-7.5,Piston,880.0,2023,10,19,16720.0,30
671,19,7,JC-7.5,Piston,880.0,2023,11,15,13200.0,63
672,19,7,JC-7.5,Piston,880.0,2023,12,21,18480.0,44
673,19,7,JC-7.5,Piston,880.0,2024,1,11,9680.0,51
674,19,7,JC-7.5,Piston,880.0,2024,2,17,14960.0,54
675,19,7,JC-7.5,Piston,880.0,2024,3,19,16720.0,57
676,19,7,JC-7.5,Piston,880.0,2024,4,34,29920.0,39
677,19,7,JC-7.5,Piston,880.0,2024,5,22,19360.0,36
678,19,7,JC-7.5,Piston,880.0,2024,6,28,24640.0,16
679,19,7,JC-7.5,Piston,880.0,2024,7,35,30800.0,46
680,19,7,JC-7.5,Piston,880.0,2024,8,32,28160.0,35
681,19,7,JC-7.5,Piston,880.0,2024,9,30,26400.0,26
682,19,7,JC-7.5,Piston,880.0,2024,10,19,16720.0,46
683,19,7,JC-7.5,Piston,880.0,2024,11,16,14080.0,28
684,19,7,JC-7.5,Piston,880.0,2024,12,19,16720.0,37
685,20,7,JC-22S,Screw,4300.0,2022,1,3,12900.0,31
686,20,7,JC-22S,Screw,4300.0,2022,2,2,8600.0,36
687,20,7,JC-22S,Screw,4300.0,2022,3,3,12900.0,32
688,20,7,JC-22S,Screw,4300.0,2022,4,3,12900.0,53
689,20,7,JC-22S,Screw,4300.0,2022,5,5,21500.0,59
690,20,7,JC-22S,Screw,4300.0,2022,6,4,17200.0,32
691,20,7,JC-22S,Screw,4300.0,2022,7,4,17200.0,50
692,20,7,JC-22S,Screw,4300.0,2022,8,4,17200.0,15
693,20,7,JC-22S,Screw,4300.0,2022,9,4,17200.0,48
694,20,7,JC-22S,Screw,4300.0,2022,10,3,12900.0,27
695,20,7,JC-22S,Screw,4300.0,2022,11,2,8600.0,20
696,20,7,JC-22S,Screw,4300.0,2022,12,3,12900.0,30
697,20,7,JC-22S,Screw,4300.0,2023,1,2,8600.0,61
698,20,7,JC-22S,Screw,4300.0,2023,2,3,12900.0,41
699,20,7,JC-22S,Screw,4300.0,2023,3,2,8600.0,46
700,20,7,JC-22S,Screw,4300.0,2023,4,4,17200.0,50
701,20,7,JC-22S,Screw,4300.0,2023,5,5,21500.0,63
702,20,7,JC-22S,Screw,4300.0,2023,6,3,12900.0,30
703,20,7,JC-22S,Screw,4300.0,2023,7,4,17200.0,59
704,20,7,JC-22S,Screw,4300.0,2023,8,3,12900.0,45
705,20,7,JC-22S,Screw,4300.0,2023,9,3,12900.0,56
706,20,7,JC-22S,Screw,4300.0,2023,10,5,21500.0,60
707,20,7,JC-22S,Screw,4300.0,2023,11,3,12900.0,46
708,20,7,JC-22S,Screw,4300.0,2023,12,3,12900.0,43
709,20,7,JC-22S,Screw,4300.0,2024,1,2,8600.0,65
710,20,7,JC-22S,Screw,4300.0,2024,2,3,12900.0,16
711,20,7,JC-22S,Screw,4300.0,2024,3,4,17200.0,20
712,20,7,JC-22S,Screw,4300.0,2024,4,5,21500.0,33
713,20,7,JC-22S,Screw,4300.0,2024,5,5,21500.0,29
714,20,7,JC-22S,Screw,4300.0,2024,6,5,21500.0,40
715,20,7,JC-22S,Screw,4300.0,2024,7,4,17200.0,59
716,20,7,JC-22S,Screw,4300.0,2024,8,6,25800.0,30
717,20,7,JC-22S,Screw,4300.0,2024,9,5,21500.0,34
718,20,7,JC-22S,Screw,4300.0,2024,10,5,21500.0,57
719,20,7,JC-22S,Screw,4300.0,2024,11,2,8600.0,52
720,20,7,JC-22S,Screw,4300.0,2024,12,3,12900.0,38
721,21,8,SC-5.5,Piston,780.0,2022,1,20,15600.0,45
722,21,8,SC-5.5,Piston,780.0,2022,2,14,10920.0,50
723,21,8,SC-5.5,Piston,780.0,2022,3,15,11700.0,48
724,21,8,SC-5.5,Piston,780.0,2022,4,31,24180.0,37
725,21,8,SC-5.5,Piston,780.0,2022,5,31,24180.0,42
726,21,8,SC-5.5,Piston,780.0,2022,6,37,28860.0,62
727,21,8,SC-5.5,Piston,780.0,2022,7,22,17160.0,50
728,21,8,SC-5.5,Piston,780.0,2022,8,32,24960.0,36
729,21,8,SC-5.5,Piston,780.0,2022,9,21,16380.0,37
730,21,8,SC-5.5,Piston,780.0,2022,10,18,14040.0,59
731,21,8,SC-5.5,Piston,780.0,2022,11,16,12480.0,44
732,21,8,SC-5.5,Piston,780.0,2022,12,22,17160.0,32
733,21,8,SC-5.5,Piston,780.0,2023,1,18,14040.0,34
734,21,8,SC-5.5,Piston,780.0,2023,2,18,14040.0,31
735,21,8,SC-5.5,Piston,780.0,2023,3,20,15600.0,29
736,21,8,SC-5.5,Piston,780.0,2023,4,35,27300.0,22
737,21,8,SC-5.5,Piston,780.0,2023,5,29,22620.0,61
738,21,8,SC-5.5,Piston,780.0,2023,6,39,30420.0,27
739,21,8,SC-5.5,Piston,780.0,2023,7,29,22620.0,35
740,21,8,SC-5.5,Piston,780.0,2023,8,26,20280.0,22
741,21,8,SC-5.5,Piston,780.0,2023,9,26,20280.0,62
742,21,8,SC-5.5,Piston,780.0,2023,10,21,16380.0,49
743,21,8,SC-5.5,Piston,780.0,2023,11,25,19500.0,63
744,21,8,SC-5.5,Piston,780.0,2023,12,19,14820.0,59
745,21,8,SC-5.5,Piston,780.0,2024,1,15,11700.0,26
746,21,8,SC-5.5,Piston,780.0,2024,2,23,17940.0,27
747,21,8,SC-5.5,Piston,780.0,2024,3,21,16380.0,28
748,21,8,SC-5.5,Piston,780.0,2024,4,31,24180.0,62
749,21,8,SC-5.5,Piston,780.0,2024,5,41,31980.0,45
750,21,8,SC-5.5,Piston,780.0,2024,6,36,28080.0,32
751,21,8,SC-5.5,Piston,780.0,2024,7,24,18720.0,61
752,21,8,SC-5.5,Piston,780.0,2024,8,38,29640.0,52
753,21,8,SC-5.5,Piston,780.0,2024,9,31,24180.0,63
754,21,8,SC-5.5,Piston,780.0,2024,10,23,17940.0,48
755,21,8,SC-5.5,Piston,780.0,2024,11,18,14040.0,53
756,21,8,SC-5.5,Piston,780.0,2024,12,24,18720.0,33
757,22,8,SC-18S,Screw,3400.0,2022,1,3,10200.0,21
758,22,8,SC-18S,Screw,3400.0,2022,2,3,10200.0,27
759,22,8,SC-18S,Screw,3400.0,2022,3,5,17000.0,33
760,22,8,SC-18S,Screw,3400.0,2022,4,6,20400.0,29
761,22,8,SC-18S,Screw,3400.0,2022,5,4,13600.0,38
762,22,8,SC-18S,Screw,3400.0,2022,6,5,17000.0,26
763,22,8,SC-18S,Screw,3400.0,2022,7,4,13600.0,34
764,22,8,SC-18S,Screw,3400.0,2022,8,6,20400.0,15
765,22,8,SC-18S,Screw,3400.0,2022,9,3,10200.0,60
766,22,8,SC-18S,Screw,3400.0,2022,10,4,13600.0,49
767,22,8,SC-18S,Screw,3400.0,2022,11,4,13600.0,23
768,22,8,SC-18S,Screw,3400.0,2022,12,4,13600.0,32
769,22,8,SC-18S,Screw,3400.0,2023,1,3,10200.0,17
770,22,8,SC-18S,Screw,3400.0,2023,2,4,13600.0,18
771,22,8,SC-18S,Screw,3400.0,2023,3,3,10200.0,50
772,22,8,SC-18S,Screw,3400.0,2023,4,6,20400.0,33
773,22,8,SC-18S,Screw,3400.0,2023,5,4,13600.0,59
774,22,8,SC-18S,Screw,3400.0,2023,6,6,20400.0,23
775,22,8,SC-18S,Screw,3400.0,2023,7,7,23800.0,55
776,22,8,SC-18S,Screw,3400.0,2023,8,4,13600.0,63
777,22,8,SC-18S,Screw,3400.0,2023,9,4,13600.0,46
778,22,8,SC-18S,Screw,3400.0,2023,10,5,17000.0,21
779,22,8,SC-18S,Screw,3400.0,2023,11,5,17000.0,15
780,22,8,SC-18S,Screw,3400.0,2023,12,4,13600.0,51
781,22,8,SC-18S,Screw,3400.0,2024,1,3,10200.0,33
782,22,8,SC-18S,Screw,3400.0,2024,2,3,10200.0,45
783,22,8,SC-18S,Screw,3400.0,2024,3,3,10200.0,45
784,22,8,SC-18S,Screw,3400.0,2024,4,5,17000.0,43
785,22,8,SC-18S,Screw,3400.0,2024,5,5,17000.0,36
786,22,8,SC-18S,Screw,3400.0,2024,6,8,27200.0,26
787,22,8,SC-18S,Screw,3400.0,2024,7,6,20400.0,18
788,22,8,SC-18S,Screw,3400.0,2024,8,5,17000.0,31
789,22,8,SC-18S,Screw,3400.0,2024,9,5,17000.0,45
790,22,8,SC-18S,Screw,3400.0,2024,10,6,20400.0,22
791,22,8,SC-18S,Screw,3400.0,2024,11,3,10200.0,19
792,22,8,SC-18S,Screw,3400.0,2024,12,4,13600.0,40
793,23,8,SC-55S,Screw,11000.0,2022,1,0,0.0,46
794,23,8,SC-55S,Screw,11000.0,2022,2,0,0.0,19
795,23,8,SC-55S,Screw,11000.0,2022,3,0,0.0,51
796,23,8,SC-55S,Screw,11000.0,2022,4,1,11000.0,55
797,23,8,SC-55S,Screw,11000.0,2022,5,1,11000.0,58
798,23,8,SC-55S,Screw,11000.0,2022,6,1,11000.0,18
799,23,8,SC-55S,Screw,11000.0,2022,7,1,11000.0,24
800,23,8,SC-55S,Screw,11000.0,2022,8,1,11000.0,24
801,23,8,SC-55S,Screw,11000.0,2022,9,1,11000.0,51
802,23,8,SC-55S,Screw,11000.0,2022,10,0,0.0,34
803,23,8,SC-55S,Screw,11000.0,2022,11,0,0.0,20
